Year,Location,Area,Rainfall,Temperature,Soil_type,Irrigation,yields,Humidity,Crops,price,Season
2004,Gulbarga,2311,3512.4,26.8,Loam,Spray,4247.0,54.5,Coconut,646,Zaid
2004,Gulbarga,2188,3296.0,37.0,Loam,Spray,3290.0,56.6,Coconut,43562,Zaid
2004,Gulbarga,1998,3296.0,37.0,Loam,Spray,3138.0,55.5,Coconut,200000,Zaid
2004,Gulbarga,2006,3296.0,37.0,Loam,Spray,3423.0,58.5,Coconut,4847,Zaid
2004,Gulbarga,2034,3550.0,38.0,Loam,Spray,3899.0,59.5,Coconut,51239,Zaid
2004,Gulbarga,2035,3550.0,38.0,Loam,Spray,4015.0,55.0,Coconut,216396,Zaid
2004,Gulbarga,2074,3550.0,38.0,Loam,Spray,4279.0,53.0,Coconut,2644,Zaid
2004,Gulbarga,2127,3654.0,39.0,Loam,Spray,4167.0,53.5,Coconut,44235,Zaid
2004,Gulbarga,2090,3654.0,39.0,Loam,Spray,4479.0,52.5,Coconut,203317,Zaid
2004,Gulbarga,2059,3654.0,39.0,Loam,Spray,3699.0,56.0,Coconut,2134,Zaid
2004,Gulbarga,407,3105.0,42.0,Red,Spray,71.0,58.0,Coconut,216396,Zaid
2004,Gulbarga,177,3105.0,42.0,Red,Spray,52.0,58.0,Coconut,2644,Zaid
2004,Gulbarga,51,3105.0,42.0,Red,Spray,12.0,59.0,Coconut,44235,Zaid
2008,Hassan,3,3105.0,27.2,Red laterite,Spray,3830.0,56.6,Paddy,4847,Kharif
2010,Hassan,3,3105.0,27.2,Red laterite,Spray,2783.0,58.5,Paddy,216396,Kharif
2013,Hassan,11,2903.1,27.0,Red laterite,Spray,975.0,53.0,Paddy,203317,Kharif
2014,Hassan,4,2903.1,27.0,Red laterite,Spray,2.0,53.5,Paddy,2134,Kharif
2015,Hassan,15,2903.1,27.0,Red laterite,Spray,836.0,52.5,Paddy,45186,Kharif
2016,Hassan,8,2996.6,27.0,Red laterite,Spray,806.0,56.0,Paddy,238542,Kharif
2017,Hassan,29,2996.6,27.2,Red laterite,Spray,880.0,57.0,Paddy,1516,Kharif
2018,Hassan,1,2996.6,27.2,Red laterite,Spray,770.0,57.5,Paddy,200000,Kharif
2004,Hassan,13736,3522.8,27.2,Red laterite,Spray,395.0,57.0,Groundnut,4847,Kharif
2005,Hassan,14003,3522.8,27.1,Red laterite,Spray,187.0,55.0,Groundnut,51239,Kharif
2006,Hassan,14179,3522.8,27.1,Red laterite,Spray,187.0,56.0,Groundnut,216396,Kharif
2007,Hassan,14319,2903.1,27.1,Red laterite,Spray,121.0,54.0,Groundnut,2644,Kharif
2008,Hassan,14464,2903.1,26.8,Red laterite,Spray,103.0,58.0,Groundnut,44235,Kharif
2009,Hassan,14876,2903.1,26.8,Red laterite,Spray,71.0,58.0,Groundnut,203317,Kharif
2010,Hassan,14976,2996.6,26.8,Red laterite,Spray,3961.0,59.0,Groundnut,2134,Kharif
2011,Hassan,15009,2996.6,37.0,Red laterite,Spray,4247.0,50.0,Groundnut,45186,Kharif
2012,Hassan,15114,2996.6,37.0,Black cotton,Spray,3290.0,54.0,Groundnut,238542,Kharif
2013,Hassan,16224,3522.8,37.0,Black cotton,Spray,3138.0,53.0,Groundnut,1516,Kharif
2014,Hassan,17095,3522.8,38.0,Black cotton,Spray,3423.0,52.0,Groundnut,57259,Kharif
2015,Hassan,17512,3522.8,38.0,Black cotton,Spray,3899.0,51.0,Groundnut,234779,Kharif
2016,Hassan,17587,3729.8,38.0,Black cotton,Spray,4015.0,57.0,Groundnut,1493,Kharif
2017,Hassan,17771,3729.8,39.0,Black cotton,Spray,4279.0,57.0,Groundnut,64409,Kharif
2018,Hassan,17825,3729.8,39.0,Black cotton,Spray,4167.0,60.0,Groundnut,249978,Kharif
2004,Hassan,3147,2746.2,39.0,Black cotton,Spray,4479.0,57.0,Blackgram,637,Kharif
2005,Hassan,2578,2746.2,40.0,Black cotton,Spray,3699.0,57.0,Blackgram,43311,Kharif
2006,Hassan,1591,2746.2,40.0,Black cotton,Spray,4904.0,54.0,Blackgram,24848,Kharif
2007,Hassan,1298,3360.0,40.0,Black cotton,Spray,2821.0,54.5,Blackgram,761,Kharif
2008,Hassan,4,3360.0,41.0,Black cotton,Spray,3472.0,56.6,Blackgram,45608,Kharif
2009,Hassan,1122,3360.0,41.0,Black cotton,Drip,3647.0,55.5,Blackgram,234581,Kharif
2010,Hassan,917,3605.4,41.0,Black cotton,Drip,393.0,58.5,Blackgram,646,Kharif
2011,Hassan,819,3605.4,42.0,Black cotton,Drip,167.0,59.5,Blackgram,43562,Kharif
2012,Hassan,619,3605.4,42.0,Black cotton,Drip,71.0,55.0,Blackgram,200000,Kharif
2013,Hassan,391,3512.4,42.0,Black cotton,Drip,52.0,53.0,Blackgram,4847,Kharif
2015,Hassan,153,3512.4,43.0,Black cotton,Drip,2783.0,52.5,Blackgram,216396,Kharif
2016,Hassan,111,3296.0,27.0,Black cotton,Drip,1533.0,56.0,Blackgram,2644,Kharif
2017,Hassan,76,3296.0,27.0,Black cotton,Drip,1647.0,59.5,Blackgram,44235,Kharif
2018,Hassan,53,3296.0,27.0,Black cotton,Drip,975.0,55.0,Blackgram,203317,Kharif
2004,Hassan,2688,3550.0,27.0,Black cotton,Drip,2.0,53.0,Cashew,2134,Kharif
2005,Hassan,2311,3550.0,27.0,Black cotton,Drip,836.0,53.5,Cashew,45186,Kharif
2006,Hassan,2188,3550.0,27.0,Black cotton,Drip,806.0,52.5,Cashew,238542,Kharif
2007,Hassan,1998,3654.0,27.2,Sandy,Drip,880.0,56.0,Cashew,1516,Kharif
2008,Hassan,2006,3654.0,27.2,Sandy,Drip,770.0,57.0,Cashew,57259,Kharif
2009,Hassan,2034,3654.0,27.2,Sandy,Drip,395.0,57.5,Cashew,234779,Kharif
2016,Hassan,1865,3105.0,27.2,Sandy,Drip,4247.0,59.0,Cashew,761,Kharif
2017,Hassan,1841,3105.0,27.2,Sandy,Drip,3290.0,50.0,Cashew,45608,Kharif
2018,Hassan,1799,3105.0,27.2,Sandy,Drip,3138.0,54.0,Cashew,234581,Kharif
2006,Hassan,407,2903.1,27.1,Sandy,Drip,4015.0,55.0,Coconut,200000,Kharif
2007,Hassan,177,2903.1,26.8,Sandy,Drip,4279.0,53.0,Coconut,4847,Kharif
2008,Hassan,51,2903.1,26.8,Sandy,Drip,4167.0,53.5,Coconut,51239,Kharif
2009,Hassan,173,2996.6,26.8,Sandy,Drip,4479.0,52.5,Coconut,216396,Kharif
2010,Hassan,201,2996.6,37.0,Sandy,Drip,3699.0,56.0,Coconut,2644,Kharif
2011,Hassan,206,2996.6,37.0,Sandy,Drip,4904.0,57.0,Coconut,44235,Kharif
2012,Hassan,243,3522.8,37.0,Sandy,Drip,2821.0,57.5,Coconut,203317,Kharif
2013,Hassan,123,3522.8,38.0,Sandy,Drip,3472.0,57.0,Coconut,2134,Kharif
2014,Hassan,82,3522.8,38.0,Sandy,Drip,3647.0,55.0,Coconut,45186,Kharif
2015,Hassan,74,2903.1,38.0,Sandy,Drip,393.0,56.0,Coconut,238542,Kharif
2016,Hassan,18,2903.1,39.0,Sandy,Drip,167.0,54.0,Coconut,1516,Kharif
2017,Hassan,37,2903.1,39.0,Laterite,Drip,71.0,58.0,Coconut,200000,Kharif
2018,Hassan,35,2996.6,39.0,Laterite,Drip,52.0,58.0,Coconut,4847,Kharif
2019,Hassan,5974,2996.6,40.0,Laterite,Drip,2570.0,59.0,Coconut,51239,Kharif
2006,Hassan,5876,3522.8,41.0,Laterite,Drip,1402.0,53.0,Ginger,44235,Kharif
2009,Hassan,6709,3729.8,42.0,Laterite,Basin,1132.0,53.0,Ginger,45186,Kharif
2012,Hassan,5220,2746.2,43.0,Laterite,Basin,804.0,56.0,Ginger,57259,Kharif
2015,Hassan,3739,3360.0,27.0,Laterite,Basin,792.0,57.0,Ginger,64409,Kharif
2018,Hassan,1374,3605.4,27.0,Laterite,Basin,338.0,54.0,Ginger,43311,Kharif
2012,Hassan,1279,2903.1,27.0,Laterite,Drip,2570.0,57.0,Coconut,200000,Kharif
2015,Hassan,725,2996.6,27.2,Laterite,Drip,1402.0,55.0,Coconut,216396,Kharif
2018,Mangalore,468,3522.8,27.0,Laterite,Drip,1132.0,58.0,Coconut,203317,Kharif
2005,Mangalore,206,3729.8,27.0,Laterite,Drip,804.0,50.0,Coconut,238542,Kharif
2008,Mangalore,177,2746.2,27.2,Laterite,Drip,792.0,52.0,Coconut,234779,Kharif
2011,Mangalore,146,3360.0,27.1,Laterite,Drip,338.0,57.0,Coconut,249978,Kharif
2014,Mangalore,160,3605.4,26.8,Laterite,Drip,404.0,57.0,Coconut,24848,Kharif
2017,Kodagu,1279,3512.4,26.8,Laterite,Drip,343.0,56.6,Coconut,234581,Kharif
2012,Kodagu,725,3296.0,37.0,Laterite,Drip,336.0,59.5,Coconut,200000,Kharif
2015,Kodagu,468,3550.0,38.0,Laterite,Drip,316.0,53.5,Coconut,216396,Kharif
2018,Kodagu,206,3654.0,39.0,Laterite,Drip,382.0,57.0,Coconut,203317,Kharif
2012,Kodagu,160,3105.0,42.0,Laterite,Drip,291.0,50.0,Coconut,249978,Kharif
2015,Kodagu,1279,2903.1,43.0,Laterite,Drip,283.0,52.0,Coconut,24848,Kharif
2018,Kodagu,725,2996.6,27.0,Laterite,Basin,8700.0,57.0,Coconut,234581,Kharif
2012,Kodagu,468,3296.0,27.0,Laterite,Basin,8954.0,57.0,Coconut,200000,Kharif
2010,Mysuru,10912,3105.0,27.1,Loam,Basin,95.0,57.5,Coconut,1493,Kharif
2012,Mysuru,142,3105.0,27.1,Loam,Basin,54.0,55.0,Coconut,249978,Kharif
2015,Mysuru,154,2903.1,26.8,Loam,Basin,19.0,58.0,Coconut,51239,Kharif
2016,Mysuru,10318,2903.1,37.0,Loam,Basin,32.0,58.0,Coconut,216396,Kharif
2018,Mysuru,143,2996.6,37.0,Loam,Basin,50.0,50.0,Coconut,44235,Kharif
2019,Mysuru,9283,2996.6,38.0,Loam,Basin,10.0,54.0,Coconut,203317,Kharif
2013,Mysuru,158,2903.1,38.0,Teelah,Basin,44.0,52.0,Coconut,45186,Kharif
2014,Mysuru,8982,2903.1,39.0,Teelah,Basin,33.0,51.0,Coconut,238542,Kharif
2016,Mysuru,103,2996.6,39.0,Teelah,Basin,56.0,57.0,Coconut,57259,Kharif
2017,Mysuru,8239,2996.6,40.0,Teelah,Basin,26.0,60.0,Coconut,234779,Kharif
2004,Mysuru,96,3522.8,40.0,Teelah,Basin,3.0,57.0,Coconut,64409,Kharif
2014,Mysuru,5474,3512.4,27.2,Clay,Spray,2783.0,56.0,Coconut,203317,Kharif
2015,Mysuru,5864,3512.4,27.2,Clay,Spray,1533.0,54.0,Coconut,2134,Kharif
2016,Mysuru,7028,3296.0,27.0,Clay,Spray,1647.0,58.0,Coconut,45186,Kharif
2017,Mysuru,7403,3296.0,27.0,Clay,Spray,975.0,58.0,Coconut,238542,Kharif
2018,Mysuru,7501,3296.0,27.0,Clay,Spray,2.0,59.0,Coconut,1516,Kharif
2004,Mysuru,7714,3550.0,27.0,Clay,Spray,836.0,50.0,Coconut,57259,Kharif
2005,Mysuru,7856,3550.0,27.0,Clay,Spray,806.0,54.0,Coconut,234779,Kharif
2006,Mysuru,32,3550.0,27.0,Clay,Spray,880.0,53.0,Coconut,1493,Kharif
2007,Mysuru,1,3654.0,27.2,Clay,Spray,770.0,52.0,Coconut,64409,Kharif
2008,Mysuru,30,3654.0,27.2,Clay,Spray,395.0,51.0,Coconut,249978,Kharif
2009,Mysuru,6,3654.0,27.2,Clay,Spray,187.0,57.0,Coconut,637,Kharif
2016,Kasaragodu,17,3105.0,37.0,Clay,Spray,3290.0,56.6,Coconut,43562,Kharif
2017,Kasaragodu,3,3105.0,37.0,Clay,Spray,3138.0,55.5,Coconut,200000,Kharif
2018,Kasaragodu,9,3105.0,37.0,Clay,Spray,3423.0,58.5,Coconut,4847,Kharif
2017,Kasaragodu,4,2903.1,38.0,Clay loam,Spray,4279.0,53.0,Coconut,2644,Kharif
2018,Kasaragodu,15,2903.1,39.0,Clay loam,Spray,4167.0,53.5,Coconut,44235,Kharif
2013,Kasaragodu,8,2903.1,39.0,Clay loam,Spray,4479.0,52.5,Coconut,203317,Kharif
2014,Kasaragodu,29,2996.6,39.0,Clay loam,Spray,3699.0,56.0,Coconut,2134,Kharif
2015,Kasaragodu,1,2996.6,41.0,Clay loam,Spray,4904.0,57.0,Coconut,45186,Kharif
2016,Kasaragodu,13736,2996.6,42.0,Clay loam,Spray,2821.0,57.5,Coconut,238542,Kharif
2017,Kasaragodu,14003,3522.8,42.0,Clay loam,Spray,3472.0,57.0,Coconut,1516,Kharif
2018,Kasaragodu,14179,3522.8,42.0,Clay loam,Spray,3647.0,55.0,Coconut,200000,Kharif
2004,Kasaragodu,14319,3522.8,43.0,Clay loam,Spray,393.0,56.0,Coconut,4847,Kharif
2005,Kasaragodu,14464,3729.8,43.0,Clay loam,Spray,167.0,54.0,Coconut,51239,Kharif
2004,Madikeri,10910,3296.0,27.0,loamy sand,Spray,1901.0,53.0,Tea,249978,Kharif
2004,Madikeri,160,3550.0,27.0,loamy sand,Spray,874.0,51.0,Tea,43311,Kharif
2004,Madikeri,10912,3550.0,27.0,loamy sand,Spray,592.0,57.0,Tea,24848,Kharif
2004,Madikeri,142,3654.0,27.2,loamy sand,Spray,5373.0,60.0,Tea,45608,Kharif
2004,Madikeri,10505,3654.0,27.2,loamy sand,Spray,6589.0,57.0,Paddy,234581,Kharif
2004,Madikeri,9283,2903.1,27.0,loamy sand,Spray,2783.0,58.5,Paddy,216396,Kharif
2004,Chikmangaluru,158,2996.6,27.2,loamy sand,Spray,1647.0,55.0,Paddy,44235,Kharif
2004,Chikmangaluru,8982,2996.6,27.2,loamy sand,Spray,975.0,53.0,Paddy,203317,Kharif
2004,Chikmangaluru,103,3522.8,27.1,loamy sand,Spray,836.0,52.5,Paddy,45186,Kharif
2004,Chikmangaluru,8239,3522.8,27.1,loamy sand,Spray,806.0,56.0,Paddy,238542,Kharif
2004,Chikmangaluru,96,3729.8,26.8,Clay loam,Spray,770.0,57.5,Paddy,200000,Kharif
2004,Chikmangaluru,6949,3729.8,26.8,Clay loam,Spray,395.0,57.0,Groundnut,4847,Kharif
2004,Chikmangaluru,110,2746.2,37.0,Clay loam,Spray,187.0,56.0,Groundnut,216396,Kharif
2004,Chikmangaluru,6824,2746.2,37.0,Clay loam,Spray,121.0,54.0,Cotton,2644,Kharif
2004,Chikmangaluru,95,3360.0,38.0,Clay loam,Spray,71.0,58.0,Cotton,203317,Kharif
2004,Chikmangaluru,6441,3360.0,38.0,Clay loam,Spray,3961.0,59.0,Cotton,2134,Kharif
2004,Chikmangaluru,4012,3360.0,38.0,Clay loam,Spray,4247.0,50.0,Groundnut,45186,Kharif
2004,Chikmangaluru,4877,3605.4,39.0,Clay loam,Spray,3290.0,54.0,Groundnut,238542,Kharif
2004,Chikmangaluru,4930,3605.4,39.0,Clay loam,Spray,3138.0,53.0,Groundnut,1516,Kharif
2004,Chikmangaluru,4954,3605.4,39.0,Clay loam,Spray,3423.0,52.0,Groundnut,57259,Kharif
2004,Chikmangaluru,5019,3512.4,40.0,Clay loam,Spray,3899.0,51.0,Groundnut,234779,Kharif
2004,Chikmangaluru,5127,3512.4,40.0,Clay loam,Spray,4015.0,57.0,Groundnut,1493,Kharif
2004,Chikmangaluru,5174,3512.4,40.0,Clay loam,Spray,4279.0,57.0,Groundnut,64409,Kharif
2004,Chikmangaluru,5294,3296.0,41.0,Clay loam,Spray,4167.0,60.0,Groundnut,249978,Kharif
2004,Chikmangaluru,5474,3296.0,41.0,Clay loam,Spray,4479.0,57.0,Blackgram,637,Kharif
2004,Chikmangaluru,5864,3296.0,41.0,Clay loam,Spray,3699.0,57.0,Blackgram,43311,Kharif
2004,Chikmangaluru,7028,3550.0,42.0,Clay loam,Spray,4904.0,54.0,Blackgram,24848,Kharif
2004,Chikmangaluru,7403,3550.0,42.0,Clay loam,Spray,2821.0,54.5,Blackgram,761,Kharif
2004,Chikmangaluru,7501,3550.0,42.0,Clay loam,Spray,3472.0,56.6,Blackgram,45608,Kharif
2004,Chikmangaluru,7714,3654.0,43.0,Clay loam,Drip,3647.0,55.5,Blackgram,234581,Kharif
2004,Chikmangaluru,7856,3654.0,43.0,Clay loam,Drip,393.0,58.5,Blackgram,646,Kharif
2004,Chikmangaluru,32,3654.0,27.0,Clay loam,Drip,167.0,59.5,Blackgram,43562,Kharif
2004,Chikmangaluru,6,3105.0,27.2,Clay loam,Drip,975.0,55.0,Blackgram,203317,Kharif
2004,Chikmangaluru,12,3105.0,27.2,Clay loam,Drip,2.0,53.0,Cashew,2134,Kharif
2004,Chikmangaluru,3,3105.0,27.0,Clay loam,Drip,836.0,53.5,Cashew,45186,Kharif
2004,Chikmangaluru,9,2903.1,27.0,Clay loam,Drip,770.0,57.0,Cashew,57259,Rabi
2004,Chikmangaluru,21,2903.1,27.0,Clay loam,Drip,395.0,57.5,Cashew,234779,Rabi
2004,Chikmangaluru,11,2903.1,27.0,Clay loam,Drip,187.0,57.0,Cashew,1493,Rabi
2004,Chikmangaluru,4,2996.6,27.2,Clay loam,Drip,187.0,55.0,Cotton,64409,Rabi
2004,Chikmangaluru,15,2996.6,27.2,Clay loam,Drip,121.0,56.0,Cotton,249978,Rabi
2004,Chikmangaluru,8,2996.6,27.2,Clay loam,Drip,103.0,54.0,Cotton,637,Rabi
2004,Chikmangaluru,29,3522.8,27.1,Alluvial,Drip,71.0,58.0,Cotton,43311,Rabi
2004,Chikmangaluru,1,3522.8,27.1,Alluvial,Drip,3961.0,58.0,Cashew,24848,Rabi
2004,Chikmangaluru,13736,3522.8,27.1,Alluvial,Drip,4247.0,59.0,Cashew,761,Rabi
2004,Chikmangaluru,14003,3729.8,26.8,Alluvial,Drip,3290.0,50.0,Cashew,45608,Rabi
2004,Chikmangaluru,14179,3729.8,26.8,Alluvial,Drip,3138.0,54.0,Cashew,234581,Rabi
2004,Chikmangaluru,14319,3729.8,26.8,Alluvial,Drip,3423.0,53.0,Coconut,646,Rabi
2004,Chikmangaluru,14464,2746.2,37.0,Alluvial,Drip,3899.0,59.5,Coconut,43562,Rabi
2004,Chikmangaluru,14876,2746.2,37.0,Alluvial,Drip,4015.0,55.0,Coconut,200000,Rabi
2004,Chikmangaluru,14976,2746.2,37.0,Alluvial,Drip,4279.0,53.0,Coconut,4847,Rabi
2004,Chikmangaluru,15009,3360.0,38.0,Alluvial,Drip,4167.0,53.5,Coconut,51239,Rabi
2004,Chikmangaluru,15114,3360.0,38.0,Alluvial,Drip,4479.0,52.5,Coconut,216396,Rabi
2004,Chikmangaluru,16224,3360.0,38.0,Alluvial,Drip,3699.0,56.0,Coconut,2644,Rabi
2004,Chikmangaluru,17095,3605.4,39.0,Alluvial,Drip,4904.0,57.0,Coconut,44235,Rabi
2004,Chikmangaluru,17512,3605.4,39.0,Alluvial,Drip,2821.0,57.5,Coconut,203317,Rabi
2004,Chikmangaluru,17587,3605.4,39.0,Alluvial,Drip,3472.0,57.0,Coconut,2134,Rabi
2004,Chikmangaluru,17771,3512.4,40.0,Alluvial,Drip,3647.0,55.0,Coconut,45186,Rabi
2004,Chikmangaluru,17825,3512.4,40.0,Alluvial,Drip,393.0,56.0,Coconut,238542,Rabi
2004,Chikmangaluru,3147,3512.4,27.0,Alluvial,Drip,167.0,54.0,Coconut,1516,Rabi
2004,Chikmangaluru,2578,3296.0,27.0,Alluvial,Drip,71.0,58.0,Coconut,200000,Rabi
2004,Chikmangaluru,1591,3296.0,27.0,Alluvial,Drip,52.0,58.0,Coconut,4847,Rabi
2004,Chikmangaluru,1298,3296.0,27.0,Alluvial,Drip,2570.0,59.0,Coconut,51239,Rabi
2004,Chikmangaluru,917,3550.0,27.2,Alluvial,Drip,1402.0,53.0,Ginger,44235,Rabi
2004,Chikmangaluru,391,3654.0,27.0,Alluvial,Basin,1132.0,53.0,Ginger,45186,Rabi
2004,Hassan,2188,3105.0,27.2,Alluvial,Basin,2570.0,56.0,Ginger,637,Rabi
2004,Hassan,2034,2903.1,27.1,Alluvial,Drip,1402.0,57.5,Coconut,4847,Rabi
2004,Hassan,2127,2996.6,26.8,Alluvial,Drip,1132.0,56.0,Coconut,2644,Rabi
2004,Hassan,2050,3522.8,37.0,Alluvial,Drip,804.0,58.0,Coconut,2134,Rabi
2004,Hassan,1799,3729.8,38.0,Alluvial,Drip,792.0,54.0,Coconut,1516,Rabi
2004,Hassan,407,2746.2,39.0,Alluvial,Drip,338.0,51.0,Coconut,1493,Rabi
2004,Hassan,173,3360.0,40.0,Sandy loam ,Drip,404.0,60.0,Coconut,637,Rabi
2004,Hassan,243,3605.4,41.0,Sandy loam ,Drip,343.0,54.0,Coconut,761,Rabi
2014,Hassan,74,3512.4,42.0,Sandy loam ,Drip,336.0,55.5,Coconut,646,Rabi
2017,Hassan,35,3296.0,27.0,Sandy loam ,Drip,316.0,55.0,Coconut,4847,Rabi
2005,Hassan,6705,3550.0,27.0,Sandy loam ,Drip,382.0,52.5,Coconut,2644,Rabi
2008,Hassan,6470,3654.0,27.2,Sandy loam ,Drip,231.0,57.5,Coconut,2134,Rabi
2017,Hassan,3649,3105.0,27.2,Sandy loam ,Drip,283.0,54.0,Coconut,637,Rabi
2004,Hassan,1279,3105.0,27.2,Sandy loam ,Drip,7157.0,52.0,Coconut,24848,Rabi
2008,Hassan,12885,3654.0,26.8,Sandy loam ,Basin,8954.0,60.0,Coconut,646,Rabi
2004,Hassan,146,2996.6,39.0,Sandy loam ,Basin,114.0,53.5,Coconut,238542,Rabi
2005,Hassan,10910,2996.6,40.0,Sandy loam ,Basin,3.0,52.5,Coconut,1516,Rabi
2007,Hassan,160,3522.8,40.0,Sandy loam ,Basin,19.0,57.0,Coconut,234779,Rabi
2008,Hassan,10912,3522.8,41.0,Sandy loam ,Basin,54.0,57.5,Coconut,1493,Rabi
2010,Hassan,1279,3729.8,41.0,Sandy loam ,Basin,123.0,55.0,Coconut,249978,Rabi
2011,Hassan,13283,3729.8,42.0,River basins,Basin,19.0,56.0,Coconut,200000,Rabi
2013,Hassan,725,2746.2,42.0,River basins,Basin,8.0,58.0,Coconut,51239,Rabi
2014,Hassan,12885,2746.2,43.0,River basins,Basin,50.0,58.0,Coconut,216396,Rabi
2016,Hassan,468,3360.0,27.0,River basins,Basin,29.0,50.0,Coconut,44235,Rabi
2017,Hassan,11841,3360.0,27.0,River basins,Basin,44.0,54.0,Coconut,203317,Rabi
